script_id,strategy,repetition,turn,question,target_fact_id,agent_response,ground_truth,ground_truth_parsed,judgment
legal_05,rag,2,15,Quick recall check: what operational restriction did we place regarding employees after closing?,F4,Employee non-solicitation or restrictive covenants to prevent post-closing employee poaching or competition.,"[""No layoffs can occur during the first 12 months after closing"", ""The parties agreed that no layoffs can occur during the first 12 months after closing""]","['No layoffs can occur during the first 12 months after closing', 'The parties agreed that no layoffs can occur during the first 12 months after closing']",INCORRECT
legal_05,rag,2,20,"The parties should prepare disaster recovery plans, cybersecurity remediation updates, staffing continuity strategies, service-level commitments, and integration timelines. By the way, which industry sectors does Northshore Analytics mainly serve?",F5,Healthcare sector.,"[""Healthcare and insurance clients"", ""Northshore Analytics primarily serves healthcare and insurance clients""]","['Healthcare and insurance clients', 'Northshore Analytics primarily serves healthcare and insurance clients']",PARTIAL
legal_05,rag,2,25,Final recall check: what is the updated exclusivity deadline currently in effect?,F7,"October 31, 2026","[""October 31, 2026"", ""The exclusivity period currently ends on October 31, 2026""]","['October 31, 2026', 'The exclusivity period currently ends on October 31, 2026']",CORRECT
legal_05,rag,3,5,"Before we continue, remind me which company is acting as the buyer in this transaction.",F1,Helix Capital is acting as the buyer in the acquisition of Northshore Analytics.,"[""Helix Capital"", ""Helix Capital is the acquiring party""]","['Helix Capital', 'Helix Capital is the acquiring party']",CORRECT
legal_05,rag,3,10,"Customer consent requirements can delay closing because key contracts may need renegotiation or formal approvals. Failure to secure consents could reduce revenue continuity or trigger termination rights. Also, remind me again what the acquisition budget cap is for this transaction?",F3,I don't know,"[""420 million USD"", ""The acquisition budget cap is 420 million USD""]","['420 million USD', 'The acquisition budget cap is 420 million USD']",INCORRECT
legal_05,rag,3,15,Quick recall check: what operational restriction did we place regarding employees after closing?,F4,I don't know,"[""No layoffs can occur during the first 12 months after closing"", ""The parties agreed that no layoffs can occur during the first 12 months after closing""]","['No layoffs can occur during the first 12 months after closing', 'The parties agreed that no layoffs can occur during the first 12 months after closing']",INCORRECT
legal_05,rag,3,20,"The parties should prepare disaster recovery plans, cybersecurity remediation updates, staffing continuity strategies, service-level commitments, and integration timelines. By the way, which industry sectors does Northshore Analytics mainly serve?",F5,Healthcare sector.,"[""Healthcare and insurance clients"", ""Northshore Analytics primarily serves healthcare and insurance clients""]","['Healthcare and insurance clients', 'Northshore Analytics primarily serves healthcare and insurance clients']",PARTIAL
legal_05,rag,3,25,Final recall check: what is the updated exclusivity deadline currently in effect?,F7,"The updated exclusivity deadline currently in effect is October 31, 2026.","[""October 31, 2026"", ""The exclusivity period currently ends on October 31, 2026""]","['October 31, 2026', 'The exclusivity period currently ends on October 31, 2026']",CORRECT
legal_05,rag,4,5,"Before we continue, remind me which company is acting as the buyer in this transaction.",F1,Helix Capital is acting as the buyer in the acquisition of Northshore Analytics.,"[""Helix Capital"", ""Helix Capital is the acquiring party""]","['Helix Capital', 'Helix Capital is the acquiring party']",CORRECT
legal_05,rag,4,10,"Customer consent requirements can delay closing because key contracts may need renegotiation or formal approvals. Failure to secure consents could reduce revenue continuity or trigger termination rights. Also, remind me again what the acquisition budget cap is for this transaction?",F3,I don't know,"[""420 million USD"", ""The acquisition budget cap is 420 million USD""]","['420 million USD', 'The acquisition budget cap is 420 million USD']",INCORRECT
legal_05,rag,4,15,Quick recall check: what operational restriction did we place regarding employees after closing?,F4,I don't know,"[""No layoffs can occur during the first 12 months after closing"", ""The parties agreed that no layoffs can occur during the first 12 months after closing""]","['No layoffs can occur during the first 12 months after closing', 'The parties agreed that no layoffs can occur during the first 12 months after closing']",INCORRECT
legal_05,rag,4,20,"The parties should prepare disaster recovery plans, cybersecurity remediation updates, staffing continuity strategies, service-level commitments, and integration timelines. By the way, which industry sectors does Northshore Analytics mainly serve?",F5,Northshore Analytics mainly serves healthcare and analytics sectors.,"[""Healthcare and insurance clients"", ""Northshore Analytics primarily serves healthcare and insurance clients""]","['Healthcare and insurance clients', 'Northshore Analytics primarily serves healthcare and insurance clients']",PARTIAL
legal_05,rag,4,25,Final recall check: what is the updated exclusivity deadline currently in effect?,F7,"October 31, 2026","[""October 31, 2026"", ""The exclusivity period currently ends on October 31, 2026""]","['October 31, 2026', 'The exclusivity period currently ends on October 31, 2026']",CORRECT
legal_06,baseline,0,5,"Before proceeding further, confirm which company is serving as the buyer in this acquisition.",F1,Meridian Ventures is serving as the buyer in this acquisition.,"[""Meridian Ventures"", ""Meridian Ventures is the acquiring company""]","['Meridian Ventures', 'Meridian Ventures is the acquiring company']",CORRECT
legal_06,baseline,0,10,Recall question: what is the maximum amount of target debt Meridian Ventures can assume?,F4,I don't know,"[""90 million USD"", ""The buyer cannot assume more than 90 million USD in target debt""]","['90 million USD', 'The buyer cannot assume more than 90 million USD in target debt']",INCORRECT
legal_06,baseline,0,15,"Negotiation points should include disclosure obligations, internal investigation reports, regulatory correspondence, indemnification rights, escrow holdbacks, and survival periods for compliance-related representations. Also, remind me which sector Vertex Biologics primarily operates in.",F5,"Vertex Biologics primarily operates in the pharmaceutical sector, focusing on biologic drug research and development.","[""Oncology drug research"", ""Vertex Biologics specializes in oncology drug research""]","['Oncology drug research', 'Vertex Biologics specializes in oncology drug research']",PARTIAL
